,id,click,hour,search_engine_type,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,product_type,C20,advertiser_type
8486420,1.6157573999164076e+19,0,14102217,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,f9578da5,8e91ca22,e981565c,1,0,21568,320,50,2476,2,167,-1,23
34356,1.4770947819984773e+19,0,14102100,1005,1,469fd1ad,11378a51,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d5b9a501,900981af,1,2,20596,320,50,2161,0,35,100130,157
33657102,1.2306349145187927e+18,0,14102908,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,832e6f14,549beeb4,57b3c6c3,1,0,23722,320,50,2716,3,35,-1,23
15977061,1.7565762843817095e+19,0,14102416,1005,0,85f751fd,c4e18dd6,50e219e0,3f2a6cbb,33da2e74,cef3e649,a99f214a,af62faf4,3bb1ddd7,1,0,22268,320,50,2566,3,41,100156,42
16486566,4.0060725371868493e+18,1,14102418,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9650dd34,7abbbd5c,1,0,16208,320,50,1800,3,167,-1,23
24338748,9.147991390682071e+18,1,14102704,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee18020e,779d90c2,1,0,8996,320,50,827,3,1071,100077,23
25139441,7.24887848648157e+18,0,14102709,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,122adc9c,e1eae715,1,3,21189,320,50,2424,1,161,100190,71
33840944,1.0926134585630409e+19,0,14102909,1005,0,dc1e8b06,9d40d8b5,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,7fea1178,cb58e541,1,0,23562,320,50,2691,0,419,-1,212
15265858,1.1436441977724056e+19,0,14102413,1010,1,85f751fd,c4e18dd6,50e219e0,3fc1c0a3,7801e8d9,0f2161f8,45071682,bc033bd3,f07e20f8,5,2,17877,320,50,2036,3,47,100148,156
2847697,1.5285846062269024e+19,0,14102114,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0e73d86f,8a4875bd,1,0,16920,320,50,1899,0,431,100081,117
17947973,4.252005948260495e+18,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,1fa32af1,2c025c52,f063b808,1,0,16688,320,50,1873,3,39,-1,23
16447306,1.6813430058467631e+19,0,14102418,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,4c8aeb60,1,0,15708,320,50,1722,0,35,-1,79
32632720,1.442709158232657e+18,0,14102902,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,de4ecbd6,ecb851b2,1,0,22681,320,50,2528,0,39,100076,221
37928823,1.1389150368501086e+19,0,14103010,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c77f5904,4f4b5ad5,1,0,19983,320,50,2278,2,35,100077,95
24394775,1.4829224401237633e+19,0,14102705,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3d1c46b5,2203a096,1,0,17753,320,50,1993,2,1063,100083,33
4381863,6.312461154937742e+18,0,14102202,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,56ecbb14,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
14239968,8.414074139334455e+18,0,14102406,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,bc9463b7,9bff77f9,5db079b5,1,2,8330,320,50,761,3,175,100077,23
16668916,1.0603071122607067e+19,0,14102500,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,02238c91,6bd19e04,f07e20f8,4,0,21328,320,50,2454,0,161,-1,91
36836663,4.24737564513752e+17,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7f1f4148,9e3836ff,1,0,23804,320,50,2726,3,803,-1,229
26883757,5.644952511696826e+18,0,14102721,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,cf3e4063,e1eae715,1,3,21189,320,50,2424,1,161,100189,71
7897485,1.3515541956326943e+19,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,30653668,1f0bc64f,1,0,15707,320,50,1722,0,35,100083,79
38219143,1.6996145046841537e+19,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,46049726,d787e91b,1,0,23866,320,50,2736,0,33,100170,246
10884676,1.7392671202590667e+19,0,14102308,1005,2,424f0ecf,8a704386,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,1b335093,bbeedfee,1,0,20996,320,50,2369,0,809,100111,46
13202323,3.9806387652749297e+18,0,14102322,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9ec898ab,711ee120,1,0,21732,320,50,2502,0,39,100083,221
18489930,1.2071616989385648e+19,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,bc1b36cb,891f89cf,81892725,1,0,17017,320,50,1873,3,39,-1,23
23180473,4.1662859679754634e+18,0,14102617,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,3b25b882,981edffc,1,2,18503,320,50,2104,0,559,-1,171
13110342,6.522440260350027e+18,0,14102321,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,9efc1642,6715887e,1,0,17017,320,50,1873,3,39,-1,23
706379,1.3078546300187067e+18,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,0a643fe0,492a2eb1,1,0,21665,320,50,2493,3,35,100034,117
8586817,8.022867495354821e+18,0,14102217,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,728fb88c,d4527c28,1,0,15707,320,50,1722,0,35,100084,79
27264599,8.219494238012558e+18,1,14102801,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,fcc18f9c,be6db1d7,1,0,4687,320,50,423,2,39,100148,32
940043,1.1101582060280662e+19,1,14102105,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,62dec23c,5db079b5,1,2,21684,320,50,2496,3,167,100081,23
31019479,5.941170447059054e+18,0,14102816,1002,0,cada3cb9,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,6021f0cd,85f87bab,8a332ed1,0,0,21898,320,50,2527,2,291,-1,219
11305765,4.313694292112232e+18,0,14102310,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,1ccc7835,1,0,15705,320,50,1722,0,35,-1,79
28362699,1.3890672277302485e+19,1,14102808,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,aea03799,95cc9cba,09902a44,1,0,23000,300,50,2657,3,35,100013,23
23612348,9.178465764055024e+18,1,14102620,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3fae04ab,d787e91b,1,0,20632,320,50,2374,3,39,-1,23
6382975,1.3095878583440003e+19,0,14102210,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,297e3325,225078da,1,0,21769,320,50,2507,0,35,100176,157
15836716,7.946052086576118e+18,0,14102415,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2c3abff9,9efa421a,1,0,19772,320,50,2227,0,679,100077,48
2088905,1.0511602992275446e+19,0,14102110,1005,0,85f751fd,c4e18dd6,50e219e0,d292c32f,2347f47a,0f2161f8,a99f214a,6002a5b8,9801dcd7,1,0,21751,320,50,2505,0,169,100176,17
32659776,1.7623791941589664e+19,0,14102902,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,d91be24e,5ad46157,4ceb2e0b,1,0,23434,320,50,2683,1,163,-1,212
4358587,2.541026823487611e+18,0,14102202,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,0d6485d0,39ab786a,25e362e2,1,0,20013,300,50,2283,0,163,100076,95
11487467,6.343863327913037e+18,0,14102311,1005,1,4c391571,5a3b8f37,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3463f3e0,779d90c2,1,0,15708,320,50,1722,0,35,100084,79
13948889,1.302827269390738e+19,0,14102405,1005,0,c01287ae,8af03b81,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0ce4e1b9,3e7932d7,1,0,21153,320,50,2420,2,35,-1,69
10553528,1.908672793124666e+16,0,14102306,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,88273901,293291c1,1,0,22103,320,50,2545,0,35,-1,221
28909806,9.742105090271916e+18,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,7a0b7078,bc8913e3,1,0,22959,320,50,2655,2,35,-1,23
34845946,1.427230505092984e+19,0,14102914,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d978dd60,e9b8d8d7,1,0,17747,320,50,1974,2,39,100019,33
11025833,1.1110552071875662e+19,0,14102309,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b0076f60,68b6db2c,1,0,22142,320,50,2550,0,547,100148,51
31260358,3.519527944960006e+18,1,14102817,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3f688d85,ac81e9db,1,0,21893,320,50,2526,0,167,100075,221
21179571,1.738231477531916e+19,0,14102608,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5a287a4d,31f63ca2,1,0,19772,320,50,2227,0,679,100077,48
13003668,8.216113154556423e+18,1,14102320,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fd339799,ecb851b2,1,0,4687,320,50,423,2,39,100148,32
17215178,1.5279587937951986e+19,0,14102507,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ae764fa7,88fe1d5d,1,0,19771,320,50,2227,0,679,100075,48
23506343,8.660373084263096e+18,0,14102619,1010,1,85f751fd,c4e18dd6,50e219e0,dd5ef493,7801e8d9,0f2161f8,6abffd79,2294fc6f,ab09a89e,4,2,14202,320,50,1174,3,47,-1,23
14074431,8.825120897168784e+18,1,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,414eaef8,6332421a,1,0,20108,320,50,2299,2,1319,100084,52
17194205,1.2733374972015966e+19,1,14102507,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,dd093c43,8a4875bd,1,0,16615,320,50,1863,3,39,-1,23
9777686,7.527559284252662e+18,0,14102302,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0022309,76dc4769,1,0,21893,320,50,2526,0,35,-1,221
29868369,1.6327282360278166e+19,0,14102813,1005,0,030440fe,08ba7db9,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,db803afb,dc31133e,1,2,23454,320,50,2688,1,33,-1,212
24376463,1.302885287346251e+19,0,14102705,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,c3f7117b,1,0,22267,320,50,2566,3,47,100156,42
40011635,8.820719257986438e+18,1,14103019,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,798577d2,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
12042150,1.2067332582884934e+19,0,14102315,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,68c391be,b7c5bc1f,1,0,20634,320,50,2374,3,39,-1,23
39637284,1.8182159366109047e+19,0,14103017,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e960ae63,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
5230210,4.966819134147548e+18,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,89ae46b8,2347f47a,0f2161f8,f59db68e,eef2a761,d787e91b,1,0,17863,300,250,2036,3,47,-1,156
8043853,1.0020147914548808e+19,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,ac349866,f134dda5,5db079b5,1,2,20633,320,50,2374,3,39,-1,23
31574557,8.015336702480882e+16,0,14102818,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e4e233e4,8a4875bd,1,0,15705,320,50,1722,0,35,100083,79
34916149,2.862223477404302e+18,0,14102914,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,aa98e110,e37ef42e,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
39240392,3.0438973570446597e+18,0,14103015,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a1c27d7c,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23
5184343,2.3332063954614856e+18,1,14102206,1005,0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,af647b4f,6ac9eb05,1,0,20215,320,50,2316,0,167,-1,16
36981399,1.1677377243538002e+19,0,14103005,1005,0,46aba789,243cb282,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,45f3d8cb,76dc4769,1,0,19950,320,50,1800,3,167,-1,23
24456069,4.2723231853101875e+18,0,14102705,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a3484731,0153a639,1,0,17014,320,50,1872,3,39,-1,23
16726303,6.98655287517456e+18,0,14102500,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ad3b9df1,0bcabeaf,1,3,21189,320,50,2424,1,161,100189,71
22472328,1.3764588673405309e+19,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,56d78b6d,496515fa,1,3,21189,320,50,2424,1,161,100189,71
13580976,3.1444763262056e+18,0,14102402,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dba30c99,bd1e9791,1,0,21877,320,50,2526,3,167,-1,221
21548979,1.4713458971770014e+19,0,14102610,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,eaaf88cf,0e6bcac5,fce66524,1,0,4687,320,50,423,2,39,100148,32
5217090,4.2109780769249357e+18,0,14102206,1002,0,a38dc379,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,c363d248,5be5bb88,a12e847c,0,0,17894,320,50,2039,2,39,100076,32
25229512,3.9787698894200883e+18,0,14102710,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,5fa0a7a2,940ae858,84ebbcd4,1,0,16615,320,50,1863,3,39,-1,23
39882209,9.50488575704271e+18,0,14103018,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a68e4cf0,3bd9e8e7,1,0,22104,320,50,2545,0,431,100084,221
28143310,1.4698023521529022e+19,1,14102807,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cfbbbb45,76dc4769,1,0,22683,320,50,2528,0,39,100076,221
9296480,1.5905138826772955e+19,0,14102222,1005,0,78d60190,1b32ed33,70fb0e29,ecad2386,7801e8d9,07d7df22,a99f214a,83e0d0de,a29a4df9,1,2,20633,320,50,2374,3,39,-1,23
14936842,1.141486681884613e+19,0,14102411,1005,1,f9e1a388,a3024024,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1623ee2c,d787e91b,1,0,21412,320,50,2467,2,167,100081,23
11614561,3.317853871992247e+18,0,14102312,1002,0,5b787406,f3ca2e42,50e219e0,ecad2386,7801e8d9,07d7df22,dd0748b9,36617767,43e7b962,0,0,21156,320,50,2420,2,35,-1,69
11535527,1.135107541491656e+19,0,14102312,1005,1,f61eaaae,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9394166a,04f5b394,1,0,16615,320,50,1863,3,39,-1,23
3214448,1.6928385927970357e+19,0,14102116,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,792f2e75,5db079b5,1,2,21759,320,50,2502,0,35,100084,221
26391397,1.3632329879743633e+19,0,14102718,1002,0,8cbf056b,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,56fac588,d3001883,a9b05547,0,0,17566,320,50,479,3,39,100075,23
1977761,2.447613816555661e+17,0,14102109,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ffa5d230,575d0d2a,1,0,21665,320,50,2493,3,35,100075,117
9128140,9.32857449213017e+18,0,14102220,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
35669751,8.337747310971904e+18,1,14102918,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,a30bf92e,981edffc,1,0,21191,320,50,2424,1,175,100193,71
29321455,2.9394801894079135e+18,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b10b463a,2692a96a,1,3,21189,320,50,2424,1,161,100192,71
23964509,1.8168796851204078e+19,0,14102701,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,802cb497,99e427c9,1,0,19743,320,50,2264,3,427,100000,61
16072620,7.244488973334312e+17,0,14102416,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1ec308a3,be74e6fe,1,0,16687,320,50,1872,3,39,-1,23
18461314,1.0117353763358446e+18,1,14102514,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7e9159ed,d787e91b,1,0,17755,320,50,1991,2,39,100083,33
12402724,6.9071385042262e+18,0,14102316,1005,0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f4987085,1f0bc64f,1,0,16615,320,50,1863,3,39,-1,23
20105416,1.0827257964246385e+19,0,14102601,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,b4457b8c,816484ae,1,0,21611,320,50,2480,3,297,100111,61
33114357,8.851208234485518e+18,0,14102904,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,8141ed55,1c3d1413,a1a7a957,1,0,22949,320,50,2654,3,38,100119,23
36615237,1.0315886129543198e+17,0,14103004,1005,0,11b0b28b,10989c88,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,83a4d6c1,76dc4769,1,0,8330,320,50,761,3,175,100081,23
22531728,1.796456372282253e+18,0,14102614,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0c050444,d787e91b,1,0,15704,320,50,1722,0,35,100083,79
23919892,7.988755574548905e+18,0,14102700,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,852cb40d,e1eae715,1,3,21189,320,50,2424,1,161,100193,71
31934751,6.227549417097405e+18,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,907229d2,cd5b1559,1,2,22960,320,50,2655,2,38,-1,23
7555542,1.1081609117223442e+19,0,14102213,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,09fb3bbf,ce576f14,1,0,21894,320,50,2526,0,35,-1,221
26191190,1.554296410486698e+18,0,14102717,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f62dc65a,b4e1e645,1,0,20214,320,50,2316,0,167,100081,16
423243,6.755925987282017e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,cac26097,e541761d,4395dba6,1,0,21647,320,50,2487,1,547,100019,51
22464233,1.3191441820739e+19,0,14102614,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8e060a40,76dc4769,1,0,16208,320,50,1800,3,167,100081,23
30389327,4.253201571244727e+18,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,45c08735,8d1923ce,ef726eae,1,0,23144,320,50,2665,0,35,-1,221
22225591,1.2965704802028812e+19,0,14102613,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,be41654b,23b55af7,1,2,19772,320,50,2227,0,935,-1,48
8184377,5.998223722749251e+18,1,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,fac910c5,57b3c6c3,1,0,20633,320,50,2374,3,39,-1,23
23100524,1.3518382744087728e+19,0,14102617,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c5fd0348,81b42528,1,0,20108,320,50,2299,2,1327,-1,52
18522147,1.4284823128060582e+19,1,14102514,1005,0,f9c69707,e16ceb4b,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fb809198,1f0bc64f,1,0,20345,300,250,2331,2,39,-1,23
2502158,1.5037228711275133e+19,0,14102112,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a3122ba5,7558c63e,1,0,20388,320,50,2338,0,35,100077,79
40263419,1.3153663021783762e+18,0,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3a94dc44,77bf3c3c,1,2,23161,320,50,2667,0,47,-1,221
31318731,6.975933888950623e+18,0,14102817,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,1f77a718,ab4085d5,1,0,19772,320,50,2227,0,935,100074,48
9257081,9.90684067256977e+18,1,14102221,1002,0,d1a51189,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,2ec73fc2,192a7c88,494378f1,0,0,21789,320,50,2512,2,303,-1,52
18493897,1.2344605804125927e+19,0,14102514,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b71018b4,d3f863ba,1,0,20093,300,250,2295,2,35,-1,23
34465077,1.541683146465634e+19,0,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2576e285,0bcabeaf,1,3,21191,320,50,2424,1,175,100189,71
14180483,2.6054094501363246e+18,0,14102406,1005,0,85f751fd,c4e18dd6,50e219e0,1a32e234,2347f47a,0f2161f8,b050b0c4,7ed30f6c,4ea23a13,1,0,20634,320,50,2374,3,39,-1,23
28471049,3.4630324300028257e+18,0,14102808,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0ba65242,8a4875bd,1,0,22681,320,50,2528,0,39,-1,221
11650055,7.20220122166579e+18,0,14102312,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,530fec36,84ebbcd4,1,0,20108,320,50,2299,2,1063,-1,52
2019496,5.456346689488211e+18,0,14102109,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bd617584,ef726eae,1,0,19251,320,50,2201,3,35,-1,43
39379246,1.3206325081334438e+19,0,14103016,1002,0,1aaa89da,59d1c519,50e219e0,ecad2386,7801e8d9,07d7df22,75983a48,07b5b652,373ecbe6,0,0,6563,320,50,572,2,39,-1,32
5817234,8.17392637225695e+18,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,a4cef812,43a30462,1,0,21767,320,50,2506,0,35,-1,157
29702029,9.906903487778963e+18,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,5bd08f27,1ccc7835,1,0,23221,320,50,2676,0,35,100176,221
29512813,1.4948186983001336e+19,1,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,c70ef81e,99e427c9,1,0,19743,320,50,2264,3,427,100000,61
20082915,5.758071887924171e+17,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2607e70d,981edffc,1,3,21191,320,50,2424,1,161,100189,71
11497335,7.356526480225808e+18,1,14102311,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f2d70bc8,f0e794f8,1,0,19015,300,250,2162,2,39,-1,33
23738571,1.7327883081908584e+19,0,14102622,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,73009489,9f8d0424,1,0,20394,320,50,2340,3,1065,100111,159
23232991,8.901423551939617e+18,0,14102617,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e2471e27,76dc4769,1,0,16208,320,50,1800,3,167,100081,23
9294747,1.562763715276382e+19,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,4ff4f07e,eb0d5279,0153a639,1,0,4687,320,50,423,2,39,100148,32
18839842,2.963849836776243e+18,0,14102515,1005,1,178a7b89,b4598159,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,64624f9c,be87996b,1,2,19950,320,50,1800,3,167,100075,23
23115501,1.4863138491490605e+19,0,14102617,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e48409c1,6afc734f,1,0,8330,320,50,761,3,175,100079,23
18557256,1.6679744414478316e+19,0,14102514,1005,1,0eb72673,d2f72222,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a566c73a,5ef191d3,1,0,19771,320,50,2227,0,679,100077,48
38003048,1.7076288310726535e+19,0,14103010,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2f9ea65f,5096d134,1,0,22259,320,50,2545,0,431,100084,221
9384306,1.3007590671378692e+19,0,14102223,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e2bd7177,7594f139,1,0,17014,320,50,1872,3,39,-1,23
9598297,1.7991830987747006e+19,0,14102301,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e406ce51,8a4875bd,1,0,21877,320,50,2526,0,35,100074,221
31820741,1.1694487799077067e+19,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,92787067,981edffc,1,3,21191,320,50,2424,1,161,100193,71
